target_id	length	eff_length	est_counts	tpm
AT2G25870.1	1951	1773.24	38	1.91274
AT2G25880.1	1185	1007.24	9	0.797535
AT2G25890.1	747	569.282	0	0
AT2G25900.1	1787	1609.24	117	6.4894
AT2G25910.2	1422	1244.24	39	2.7977
AT2G25920.1	1103	925.238	5	0.482343
AT2G25930.1	2658	2480.24	49	1.76336
AT2G25940.1	1640	1462.24	1	0.0610409
AT2G25950.1	843	665.238	28	3.75682
AT2G25964.1	649	471.356	9	1.70425
AT2G25970.1	2157	1979.24	62	2.79597
AT2G25980.1	1627	1449.24	0	0
AT2G25990.1	121	15.1284	0	0
AT2G26000.2	1746	1568.24	10	0.569151
AT2G26010.1	495	317.788	0	0
AT2G26020.1	274	107.379	0	0
AT2G26030.1	1656	1478.24	17	1.02646
AT2G26040.1	573	395.51	0	0
AT2G26050.1	666	488.356	1	0.182769
AT2G26060.1	1386	1208.24	17	1.25584
AT2G26070.1	1055	877.238	3	0.305241
AT2G26080.1	3504	3326.24	177	4.74962
AT2G26100.1	1502	1324.24	15	1.01103
AT2G26110.1	1191	1013.24	18	1.58562
AT2G26120.1	315	143.584	0	0
AT2G26130.1	1197	1019.24	0	0
AT2G26135.1	1155	977.238	0	0
AT2G26140.1	2734	2556.24	82	2.8632
AT2G26150.1	1391	1213.24	7	0.514981
AT2G26160.1	1474	1296.24	0	0
AT2G26170.1	1701	1523.24	14	0.820351
AT2G26180.1	1515	1337.24	1	0.0667468
AT2G26190.1	2022	1844.24	24	1.16154
AT2G26200.1	1896	1718.24	21	1.09088
AT2G26210.1	1017	839.238	19	2.02073
AT2G26230.1	1354	1176.24	23	1.74531
AT2G26240.1	666	488.356	13	2.376
AT2G26250.1	2117	1939.24	207	9.52749
AT2G26260.1	1936	1758.24	10	0.507647
AT2G26267.1	207	56.602	0	0
AT2G26270.1	1529	1351.24	3	0.198166
AT2G26280.1	2312	2134.24	45	1.88195
AT2G26290.1	1375	1197.24	0	0
AT2G26300.1	2034	1856.24	62	2.98124
AT2G26310.1	1652	1474.24	4	0.242176
AT2G26320.1	330	157.314	2	1.13475
AT2G26330.1	3191	3013.24	37	1.09599
AT2G26340.2	839	661.238	38	5.12938
AT2G26350.1	1566	1388.24	14	0.900126
AT2G26360.1	1304	1126.24	8	0.634014
AT2G26370.1	755	577.282	0	0
AT2G26380.1	1443	1265.24	0	0
AT2G26390.1	1170	992.238	0	0
AT2G26400.1	879	701.238	1	0.127284
AT2G26410.1	1708	1530.24	10	0.583284
AT2G26420.1	2118	1940.24	0	0
AT2G26430.1	1589	1411.24	31	1.96065
AT2G26440.1	1754	1576.24	104	5.88913
AT2G26450.1	2170	1992.24	29	1.29926
AT2G26460.1	1935	1757.24	18	0.914284
AT2G26470.1	1759	1581.24	8	0.451577
AT2G26480.1	1471	1293.24	1	0.0690178
AT2G26490.1	1682	1504.24	2	0.118673
AT2G26500.2	557	379.538	286	67.2589
AT2G26510.1	2029	1851.24	24	1.15715
AT2G26511.1	102	12.0235	0	0
AT2G26520.1	916	738.238	1	0.120905
AT2G26530.1	1455	1277.24	14	0.978353
AT2G26540.1	1403	1225.24	34	2.47684
AT2G26550.1	1379	1201.24	14	1.04025
AT2G26560.1	1465	1287.24	6	0.416037
AT2G26570.1	2583	2405.24	34	1.26171
AT2G26580.1	831	653.238	2	0.273274
AT2G26590.1	1183	1005.24	26	2.30857
AT2G26600.1	1750	1572.24	20	1.13541
AT2G26610.1	3750	3572.24	0	0
AT2G26620.1	1209	1031.24	0	0
AT2G26640.1	1823	1645.24	13	0.705268
AT2G26650.1	2852	2674.24	4	0.133506
AT2G26660.1	1111	933.238	17	1.62591
AT2G26670.1	1159	981.238	32	2.91082
AT2G26680.1	1276	1098.24	17	1.38163
AT2G26690.1	2011	1833.24	28	1.36326
AT2G26695.1	654	476.356	2	0.374747
AT2G26700.1	1743	1565.24	0	0
AT2G26710.1	1970	1792.24	3	0.149405
AT2G26720.1	621	443.388	0	0
AT2G26730.1	2546	2368.24	74	2.78898
AT2G26740.1	1171	993.238	31.9642	2.87243
AT2G26750.1	1045	867.238	1.03578	0.106603
AT2G26760.1	1608	1430.24	3	0.18722
AT2G26770.1	1842	1664.24	19	1.01901
AT2G26780.1	5708	5530.24	32	0.51647
AT2G26790.1	2400	2222.24	0	0
AT2G26800.2	1765	1587.24	56	3.14909
AT2G26810.1	1008	830.238	7	0.752549
AT2G26820.1	1392	1214.24	0	0
AT2G26830.1	1376	1198.24	12	0.893876
AT2G26840.2	1208	1030.24	5	0.433183
AT2G26850.1	1566	1388.24	22	1.41448
AT2G26860.1	1550	1372.24	6	0.390266
AT2G26865.1	237	77.865	0	0
AT2G26870.1	1664	1486.24	11	0.660608
AT2G26880.1	1194	1016.24	0	0
AT2G26890.1	8409	8231.24	73	0.791584
AT2G26900.1	1508	1330.24	128	8.58855
AT2G26910.1	4575	4397.24	93	1.88774
AT2G26920.1	2260	2082.24	23	0.985909
AT2G26930.1	1311	1133.24	24	1.89029
AT2G26940.1	861	683.238	0	0
AT2G26950.1	1212	1034.24	0	0
AT2G26960.1	1285	1107.24	0	0
AT2G26970.1	867	689.238	6	0.777001
AT2G26975.1	693	515.282	7	1.21253
AT2G26980.4	1966	1788.24	39	1.94661
AT2G26990.1	1672	1494.24	37	2.21015
AT2G27000.1	1716	1538.24	0	0
AT2G27010.1	1565	1387.24	0	0
AT2G27020.1	1035	857.238	88	9.16264
AT2G27030.3	768	590.282	92	13.9113
AT2G27035.1	746	568.282	0	0
AT2G27040.1	3170	2992.24	47	1.40198
AT2G27050.1	2266	2088.24	23	0.983076
AT2G27060.1	3508	3330.24	14	0.375225
AT2G27070.1	1728	1550.24	0	0
AT2G27080.1	1217	1039.24	24	2.06127
AT2G27090.1	2679	2501.24	14	0.499588
AT2G27100.1	2501	2323.24	34	1.30624
AT2G27110.1	3093	2915.24	22	0.673578
AT2G27120.1	6417	6239.24	1	0.0143057
AT2G27130.1	765	587.282	23	3.49559
AT2G27140.1	850	672.238	0	0
AT2G27145.1	240	80.2672	0	0
AT2G27150.1	4344	4166.24	15	0.321356
AT2G27160.2	818	640.238	0	0
AT2G27170.1	3968	3790.24	31	0.73002
AT2G27180.1	942	764.238	23	2.6862
AT2G27190.1	1768	1590.24	36	2.0206
AT2G27200.1	1876	1698.24	13	0.683257
AT2G27210.1	3816	3638.24	32	0.785051
AT2G27220.2	1492	1314.24	4	0.27166
AT2G27228.1	2706	2528.24	27.9971	0.988402
AT2G27229.1	845	667.238	0	0
AT2G27230.1	2641	2463.24	0.00293705	0.000106425
AT2G27240.1	1521	1343.24	0	0
AT2G27250.3	516	338.644	0	0
AT2G27260.1	990	812.238	21	2.30768
AT2G27270.1	845	667.238	0	0
AT2G27280.1	1284	1106.24	1	0.0806846
AT2G27285.1	1312	1134.24	27	2.12471
AT2G27290.1	824	646.238	51	7.04396
AT2G27300.1	1008	830.238	0	0
AT2G27310.1	1106	928.238	25	2.40392
AT2G27315.1	363	188.453	0	0
AT2G27320.1	1273	1095.24	0	0
AT2G27330.1	736	558.282	8	1.27902
AT2G27340.2	1456	1278.24	7	0.488794
AT2G27350.5	2287	2109.24	26	1.10024
AT2G27360.1	1380	1202.24	0	0
AT2G27370.1	943	765.238	0	0
AT2G27380.1	2286	2108.24	1	0.042337
AT2G27385.1	735	557.282	18	2.88295
AT2G27389.1	788	610.238	3	0.438795
AT2G27390.1	405	229.049	0	0
AT2G27402.1	838	660.238	12	1.62226
AT2G27410.1	993	815.238	1	0.109485
AT2G27420.1	1309	1131.24	0	0
AT2G27430.1	1445	1267.24	0	0
AT2G27450.2	1236	1058.24	24	2.02426
AT2G27460.1	2418	2240.24	13	0.517951
AT2G27470.1	1079	901.238	15	1.48556
AT2G27480.1	944	766.238	6	0.698919
AT2G27490.1	1061	883.238	13	1.31373
AT2G27500.1	1557	1379.24	55	3.55928
AT2G27505.1	1077	899.238	1	0.0992578
AT2G27510.1	754	576.282	32	4.95626
AT2G27520.1	1044	866.238	0	0
AT2G27530.1	989	811.238	208.564	22.9472
AT2G27535.1	548	370.538	1	0.240883
AT2G27540.1	150	25.031	0	0
AT2G27550.1	866	688.238	1	0.129688
AT2G27570.1	822	644.238	0	0
AT2G27580.1	1002	824.238	10	1.0829
AT2G27590.1	1407	1229.24	6	0.435667
AT2G27600.1	1758	1580.24	87	4.91401
AT2G27610.1	2607	2429.24	1	0.0367425
AT2G27630.1	4234	4056.24	0	0
AT2G27650.1	3861	3683.24	0	0
AT2G27660.1	2314	2136.24	1	0.041782
AT2G27670.1	882	704.238	0	0
AT2G27680.1	1373	1195.24	79	5.89946
AT2G27690.1	1910	1732.24	7	0.360686
AT2G27700.2	1443	1265.24	6	0.423271
AT2G27710.1	755	577.282	227	35.0976
AT2G27720.2	601	423.42	128	26.9823
AT2G27730.1	667	489.356	97	17.6924
AT2G27740.1	750	572.282	5	0.779829
AT2G27750.1	546	368.565	0	0
AT2G27760.1	1622	1444.24	11	0.679819
AT2G27770.1	1561	1383.24	7	0.45169
AT2G27775.2	462	285.077	4	1.25238
AT2G27780.1	1107	929.238	0	0
AT2G27790.1	955	777.238	2.47134	0.283803
AT2G27800.1	1341	1163.24	5	0.383655
AT2G27810.1	2691	2513.24	43	1.52712
AT2G27820.1	1521	1343.24	23	1.52832
AT2G27830.1	1258	1080.24	26	2.14829
AT2G27840.1	880	702.238	27	3.43177
AT2G27860.1	1525	1347.24	271	17.9541
AT2G27880.1	3176	2998.24	28	0.833549
AT2G27900.1	3852	3674.24	52	1.26321
AT2G27920.1	1725	1547.24	42	2.42288
AT2G27930.1	570	392.51	0	0
AT2G27940.1	860	682.238	0	0
AT2G27950.1	3144	2966.24	31	0.932814
AT2G27960.1	586	408.45	37	8.0854
AT2G27970.1	573	395.51	14	3.15944
AT2G27980.1	3540	3362.24	43	1.14151
AT2G27990.1	1990	1812.24	1	0.049252
AT2G28000.1	2120	1942.24	192	8.82344
AT2G28010.1	1191	1013.24	0	0
AT2G28020.1	359	184.661	0	0
AT2G28030.1	1179	1001.24	0	0
AT2G28040.1	1348	1170.24	5	0.38136
AT2G28050.1	1389	1211.24	1	0.0736902
AT2G28060.1	802	624.238	10	1.42985
AT2G28070.1	2193	2015.24	10	0.442907
AT2G28080.1	1718	1540.24	21	1.21694
AT2G28085.1	501	323.717	0	0
AT2G28090.1	996	818.238	0	0
AT2G28100.1	1772	1594.24	12.7453	0.713569
AT2G28105.1	1003	825.238	2.25471	0.243865
AT2G28110.1	1623	1445.24	24	1.48221
AT2G28120.1	2052	1874.24	33	1.57155
AT2G28130.1	1744	1566.24	19	1.08277
AT2G28140.1	955	777.238	5	0.57419
AT2G28150.1	2074	1896.24	14	0.658983
AT2G28160.1	1176	998.238	0	0
AT2G28170.1	2406	2228.24	0	0
AT2G28180.1	2602	2424.24	3	0.110455
AT2G28190.1	967	789.238	253	28.6122
AT2G28200.1	1158	980.238	4	0.364223
AT2G28210.1	736	558.282	0	0
AT2G28220.1	2271	2093.24	0	0
AT2G28230.1	875	697.238	15	1.92021
AT2G28240.1	2252	2074.24	13	0.559402
AT2G28250.1	2066	1888.24	9	0.425427
AT2G28260.1	2037	1859.24	0	0
AT2G28270.1	857	679.238	0	0
AT2G28290.1	10972	10794.2	142	1.17418
AT2G28305.1	1072	894.238	80	7.98502
AT2G28310.1	1535	1357.24	18	1.18374
AT2G28315.1	1179	1001.24	64	5.70535
AT2G28320.1	2849	2671.24	15	0.501208
AT2G28330.1	868	690.238	5	0.646562
AT2G28340.1	876	698.238	2	0.255662
AT2G28350.1	2265	2087.24	11	0.470392
AT2G28355.1	495	317.788	0	0
AT2G28360.1	2746	2568.24	29	1.00786
AT2G28370.1	1121	943.238	22	2.08181
AT2G28380.1	1857	1679.24	27	1.43513
AT2G28390.1	2170	1992.24	29	1.29926
AT2G28400.1	749	571.282	6	0.937433
AT2G28401.1	123	15.5229	0	0
AT2G28405.1	252	89.4813	0	0
AT2G28410.1	805	627.238	18	2.56141
AT2G28420.1	869	691.238	1	0.129125
AT2G28426.1	132	18.1818	0	0
AT2G28430.1	496	318.764	16	4.48012
AT2G28440.1	807	629.238	4	0.567394
AT2G28450.1	2692	2514.24	18	0.639007
AT2G28460.1	2302	2124.24	3	0.126054
AT2G28470.1	3068	2890.24	69	2.13086
AT2G28480.1	1489	1311.24	14	0.952984
AT2G28490.1	1780	1602.24	0	0
AT2G28500.1	765	587.282	1	0.151982
AT2G28507.1	147	23.7364	0	0
AT2G28510.1	1290	1112.24	5	0.401247
AT2G28520.1	2947	2769.24	50	1.61157
AT2G28540.2	3376	3198.24	26	0.725608
AT2G28550.3	2013	1835.24	3	0.145904
AT2G28560.1	1116	938.238	0	0
AT2G28570.1	960	782.238	7	0.798727
AT2G28580.1	1817	1639.24	1	0.0544499
AT2G28590.1	1609	1431.24	6	0.374178
AT2G28600.1	1721	1543.24	15	0.867556
AT2G28605.1	870	692.238	10	1.28939
AT2G28610.1	966	788.238	0	0
AT2G28620.1	3129	2951.24	16	0.483899
AT2G28625.1	668	490.356	0	0
AT2G28630.1	1927	1749.24	61	3.11258
AT2G28640.1	1818	1640.24	1	0.0544167
AT2G28650.1	1894	1716.24	18	0.936126
AT2G28660.1	1063	885.238	2	0.201655
AT2G28670.1	1532	1354.24	8	0.527271
AT2G28671.1	1834	1656.24	0	0
AT2G28680.1	1278	1100.24	1	0.0811246
AT2G28690.1	1097	919.238	1	0.0970982
AT2G28700.1	1230	1052.24	0	0
AT2G28710.1	677	499.319	0	0
AT2G28720.1	701	523.282	19	3.24084
AT2G28725.1	339	165.672	0	0
AT2G28740.1	508	330.669	40	10.7971
AT2G28755.1	171	35.1249	0	0
AT2G28760.2	1392	1214.24	67	4.92505
AT2G28780.1	2596	2418.24	1	0.0369097
AT2G28790.1	1002	824.238	27	2.92382
AT2G28800.1	1788	1610.24	152	8.42544
AT2G28810.1	1371	1193.24	9	0.673216
AT2G28830.1	3218	3040.24	4	0.117433
AT2G28840.1	1844	1666.24	111	5.946
AT2G28850.1	1482	1304.24	1	0.0684357
AT2G28860.1	1672	1494.24	0	0
AT2G28870.1	660	482.356	11	2.03547
AT2G28880.1	3084	2906.24	4	0.122848
AT2G28890.1	2341	2163.24	25	1.03151
AT2G28900.1	875	697.238	318	40.7085
AT2G28910.1	1345	1167.24	188	14.376
AT2G28920.1	438	261.416	0	0
AT2G28930.1	1563	1385.24	23	1.48198
AT2G28940.2	1539	1361.24	16	1.04912
AT2G28950.1	1386	1208.24	54	3.98915
AT2G28960.1	2787	2609.24	0	0
AT2G28970.1	2361	2183.24	0	0
AT2G28990.1	2655	2477.24	0	0
AT2G29000.1	2619	2441.24	0	0
AT2G29020.1	819	641.238	41	5.70695
AT2G29040.1	2163	1985.24	0	0
AT2G29045.1	237	77.865	0	0
AT2G29050.1	1520	1342.24	34	2.26094
AT2G29060.1	2171	1993.24	0	0
AT2G29065.1	1989	1811.24	7	0.344954
AT2G29070.2	1231	1053.24	3	0.254234
AT2G29080.1	3000	2822.24	48	1.51805
AT2G29090.1	1975	1797.24	3	0.148989
AT2G29100.1	2823	2645.24	0	0
AT2G29110.1	2844	2666.24	0	0
AT2G29120.1	3048	2870.24	1	0.0310972
AT2G29125.1	768	590.282	0	0
AT2G29130.1	2070	1892.24	93	4.38679
AT2G29140.1	3324	3146.24	33	0.936185
AT2G29150.1	807	629.238	0	0
AT2G29170.1	326	153.676	4	2.32323
AT2G29180.1	701	523.282	30	5.11711
AT2G29190.1	3703	3525.24	49	1.24064
AT2G29200.1	3622	3444.24	12	0.310976
AT2G29210.1	2922	2744.24	66	2.14665
AT2G29220.1	1884	1706.24	0	0
AT2G29250.1	1872	1694.24	0	0
AT2G29260.1	1120	942.238	0	0
AT2G29263.1	186	43.4304	0	0
AT2G29290.2	1401	1223.24	3	0.218902
AT2G29300.2	1000	822.238	1	0.108553
AT2G29310.1	901	723.238	17	2.09801
AT2G29320.1	1151	973.238	17	1.55908
AT2G29330.1	931	753.238	1	0.118497
AT2G29340.1	1134	956.238	21	1.96016
AT2G29350.1	1266	1088.24	18	1.47635
AT2G29360.1	1012	834.238	27	2.88877
AT2G29370.1	1062	884.238	5	0.504708
AT2G29380.1	1285	1107.24	0	0
AT2G29390.1	1129	951.238	20	1.87664
AT2G29400.1	1404	1226.24	59	4.29454
AT2G29410.1	1295	1117.24	0	0
AT2G29420.1	887	709.238	12	1.51018
AT2G29430.1	474	296.991	0	0
AT2G29440.1	820	642.238	0	0
AT2G29450.1	934	756.238	34	4.01291
AT2G29452.1	132	18.1818	0	0
AT2G29460.1	906	728.238	3	0.367695
AT2G29470.1	856	678.238	0	0
AT2G29480.1	951	773.238	2	0.230864
AT2G29490.1	1003	825.238	1	0.108158
AT2G29500.1	715	537.282	7	1.16288
AT2G29510.1	3008	2830.24	57	1.79759
AT2G29525.1	1208	1030.24	3	0.25991
AT2G29530.3	639	461.356	23	4.44971
AT2G29540.3	582	404.48	5	1.10335
AT2G29550.1	1666	1488.24	160	9.59593
AT2G29560.1	1715	1537.24	23	1.33544
AT2G29570.1	1133	955.238	14	1.30814
AT2G29580.1	1718	1540.24	7	0.405648
AT2G29590.1	648	470.356	4	0.759055
AT2G29600.1	2057	1879.24	0	0
AT2G29605.1	1206	1028.24	0	0
AT2G29620.1	2577	2399.24	2	0.0744039
AT2G29628.1	126	16.151	0	0
AT2G29630.2	2435	2257.24	241	9.52969
AT2G29640.1	1083	905.238	6	0.591599
AT2G29650.1	1887	1709.24	41	2.14102
AT2G29654.1	183	41.7283	0	0
AT2G29660.1	1778	1600.24	4	0.223108
AT2G29670.1	2149	1971.24	50	2.26397
AT2G29679.1	123	15.5229	0	0
AT2G29680.1	1643	1465.24	2	0.121832
AT2G29690.1	2078	1900.24	24	1.12731
AT2G29700.1	748	570.282	32	5.00841
AT2G29710.1	1671	1493.24	1	0.0597737
AT2G29720.1	1527	1349.24	12	0.793838
AT2G29730.1	1645	1467.24	37	2.25082
AT2G29740.1	1658	1480.24	1	0.0602987
AT2G29750.1	1970	1792.24	1	0.0498016
AT2G29760.1	2733	2555.24	5	0.174654
AT2G29770.1	1363	1185.24	0	0
AT2G29780.1	1467	1289.24	0	0
AT2G29790.1	367	192.212	0	0
AT2G29800.1	1565	1387.24	0	0
AT2G29810.1	1152	974.238	0	0
AT2G29820.1	1167	989.238	0	0
AT2G29830.1	1189	1011.24	0	0
AT2G29840.1	882	704.238	0	0
AT2G29850.1	855	677.238	0	0
AT2G29860.1	723	545.282	0	0
AT2G29870.1	420	243.787	0	0
AT2G29880.1	1131	953.238	0	0
AT2G29890.3	3074	2896.24	12	0.369816
AT2G29900.1	1380	1202.24	17	1.26211
AT2G29910.1	1662	1484.24	8	0.481089
AT2G29920.1	564	386.538	0	0
AT2G29930.1	1952	1774.24	0	0
AT2G29940.1	4449	4271.24	4	0.0835883
AT2G29950.1	851	673.238	0	0
AT2G29960.1	807	629.238	60	8.5109
AT2G29970.1	3378	3200.24	30	0.836716
AT2G29980.1	1464	1286.24	104	7.21691
AT2G29990.1	1749	1571.24	13	0.738483
AT2G29995.1	522	344.619	2	0.518
AT2G30000.1	642	464.356	2	0.384431
AT2G30010.1	1466	1288.24	54	3.74142
AT2G30020.1	1402	1224.24	13	0.9478
AT2G30032.1	126	16.151	0	0
AT2G30040.1	1460	1282.24	10	0.696098
AT2G30050.1	1281	1103.24	45	3.64068
AT2G30060.1	1142	964.238	82	7.59047
AT2G30070.1	2403	2225.24	32	1.28355
AT2G30080.1	1026	848.238	0	0
AT2G30090.1	1161	983.238	1	0.090778
AT2G30100.1	1661	1483.24	5	0.300884
AT2G30105.1	1377	1199.24	19	1.41412
AT2G30110.1	3626	3448.24	136	3.52031
AT2G30120.2	981	803.238	13	1.44457
AT2G30130.1	732	554.282	0	0
AT2G30140.1	1563	1385.24	11	0.708774
AT2G30150.1	1323	1145.24	3	0.233811
AT2G30160.1	1446	1268.24	13	0.914917
AT2G30170.1	1048	870.238	15	1.53848
AT2G30200.1	1441	1263.24	43	3.03824
AT2G30210.1	2049	1871.24	0	0
AT2G30220.1	1077	899.238	0	0
AT2G30230.1	815	637.238	21.125	2.95892
AT2G30240.1	2496	2318.24	0	0
AT2G30250.1	1608	1430.24	20	1.24813
AT2G30260.1	929	751.238	32	3.802
AT2G30270.1	939	761.238	24	2.81404
AT2G30280.1	1356	1178.24	12	0.909049
AT2G30290.2	2107	1929.24	0	0
AT2G30300.1	1503	1325.24	1	0.0673512
AT2G30310.1	1089	911.238	0	0
AT2G30320.1	1533	1355.24	15	0.987905
AT2G30330.1	786	608.238	12	1.76095
AT2G30340.1	936	758.238	0	0
AT2G30350.2	1225	1047.24	15	1.27845
AT2G30360.1	1856	1678.24	22	1.17006
AT2G30370.1	1057	879.238	1	0.101516
AT2G30380.1	1560	1382.24	0	0
AT2G30390.2	1878	1700.24	39	2.04736
AT2G30395.1	829	651.238	0	0
AT2G30400.1	994	816.238	1	0.109351
AT2G30410.1	794	616.238	31	4.49006
AT2G30420.1	696	518.282	0	0
AT2G30424.1	303	132.53	0	0
AT2G30430.1	237	77.865	0	0
AT2G30432.1	552	374.538	3	0.714932
AT2G30440.1	1860	1682.24	97	5.14664
AT2G30460.1	1471	1293.24	8	0.552142
AT2G30470.1	3089	2911.24	30	0.919778
AT2G30480.3	3041	2863.24	5	0.155866
AT2G30490.1	1803	1625.24	131	7.19438
AT2G30500.1	1754	1576.24	46	2.60481
AT2G30505.1	1591	1413.24	5	0.315787
AT2G30520.1	1987	1809.24	63	3.10802
AT2G30530.1	1467	1289.24	5	0.346159
AT2G30540.1	680	502.319	4	0.710754
AT2G30550.2	1774	1596.24	22	1.23017
AT2G30560.1	516	338.644	0	0
AT2G30570.1	841	663.238	724	97.4335
AT2G30575.1	2302	2124.24	15	0.630271
AT2G30580.1	2005	1827.24	8	0.390782
AT2G30590.1	1848	1670.24	30	1.60318
AT2G30600.5	3134	2956.24	327.454	9.88669
AT2G30615.1	1502	1324.24	11.5456	0.778195
AT2G30620.1	1495	1317.24	130	8.80883
AT2G30630.2	1983	1805.24	0	0
AT2G30650.1	1202	1024.24	0	0
AT2G30660.1	1395	1217.24	0	0
AT2G30670.1	789	611.238	0	0
AT2G30680.1	913	735.238	0	0
AT2G30690.1	2283	2105.24	0	0
AT2G30695.1	882	704.238	16	2.02787
AT2G30700.1	1940	1762.24	29	1.46883
AT2G30710.1	1854	1676.24	44	2.34291
AT2G30720.1	1752	1574.24	23	1.30406
AT2G30730.1	1017	839.238	1	0.106354
AT2G30740.1	1498	1320.24	37	2.50143
AT2G30750.1	1686	1508.24	4.65714	0.275606
AT2G30760.1	279	111.666	0	0
AT2G30766.1	464	287.077	16	4.97463
AT2G30770.1	1632	1454.24	2.34286	0.143797
AT2G30780.1	2181	2003.24	12	0.534673
AT2G30790.1	901	723.238	4	0.493649
AT2G30800.1	4267	4089.24	16	0.349234
AT2G30810.1	476	298.969	51	15.2259
AT2G30820.1	1746	1568.24	2	0.11383
AT2G30830.1	1077	899.238	0	0
AT2G30840.1	1256	1078.24	0	0
AT2G30860.1	971	793.238	305	34.3191
AT2G30870.1	1002	824.238	272	29.4548
AT2G30880.1	1974	1796.24	35	1.73918
AT2G30890.1	1083	905.238	7	0.690199
AT2G30900.1	1707	1529.24	0	0
AT2G30910.1	1608	1430.24	11.3156	0.706169
AT2G30920.1	1353	1175.24	8	0.60758
AT2G30925.1	129	17.0845	0	0
AT2G30930.1	826	648.238	87	11.9791
AT2G30933.1	1013	835.238	6	0.641181
AT2G30940.2	1362	1184.24	0	0
AT2G30942.1	439	262.397	1	0.340158
AT2G30950.1	2337	2159.24	255	10.5409
AT2G30960.1	1068	890.238	7	0.701829
AT2G30970.1	1701	1523.24	41	2.40246
AT2G30980.1	1599	1421.24	65	4.08212
AT2G30985.1	485	307.857	4	1.15971
AT2G30990.1	2103	1925.24	16	0.74178
AT2G31005.1	246	84.9476	0	0
AT2G31010.1	3054	2876.24	44	1.36542
AT2G31018.1	120	14.9976	0	0
AT2G31020.1	2422	2244.24	1	0.0397714
AT2G31030.1	1470	1292.24	0	0
AT2G31035.1	252	89.4813	0	0
AT2G31040.1	1314	1136.24	76	5.97013
AT2G31050.1	603	425.388	0	0
AT2G31060.3	2592	2414.24	35	1.29398
AT2G31070.1	2017	1839.24	20	0.97058
AT2G31081.1	554	376.538	0	0
AT2G31082.1	261	96.8619	0	0
AT2G31083.1	547	369.565	0	0
AT2G31085.1	529	351.619	0	0
AT2G31090.1	488	310.857	20	5.7426
AT2G31100.1	1247	1069.24	0	0
AT2G31110.2	1316	1138.24	63	4.94023
AT2G31130.1	1647	1469.24	5	0.303751
AT2G31140.1	972	794.238	21	2.35998
AT2G31141.1	528	350.619	39	9.92814
AT2G31150.1	2049	1871.24	11	0.52469
AT2G31160.1	935	757.238	0	0
AT2G31170.1	1925	1747.24	17	0.868433
AT2G31180.1	836	658.238	0	0
AT2G31190.1	1615	1437.24	8	0.496822
AT2G31200.1	1088	910.238	46	4.51068
AT2G31210.1	1693	1515.24	0	0
AT2G31215.1	390	214.393	0	0
AT2G31218.1	132	18.1818	0	0
AT2G31220.1	1697	1519.24	0	0
AT2G31230.1	883	705.238	0	0
AT2G31240.1	2051	1873.24	8	0.381185
AT2G31250.1	1656	1478.24	0	0
AT2G31260.1	3239	3061.24	14	0.408197
AT2G31270.1	2030	1852.24	11	0.530072
AT2G31271.1	168	33.5673	0	0
AT2G31280.3	3043	2865.24	31	0.965696
AT2G31290.1	2199	2021.24	5	0.220796
AT2G31300.1	1521	1343.24	21.6844	1.4409
AT2G31305.1	643	465.356	9	1.72622
AT2G31310.1	654	476.356	0	0
AT2G31320.1	3327	3149.24	7	0.198396
AT2G31335.1	285	116.742	0	0
AT2G31340.1	2140	1962.24	12	0.545844
AT2G31345.1	569	391.51	0	0
AT2G31350.1	1389	1211.24	30	2.21071
AT2G31360.1	1447	1269.24	46	3.23485
AT2G31370.3	1740	1562.24	30	1.71401
AT2G31380.1	1125	947.238	0	0
AT2G31390.1	1283	1105.24	122	9.85243
AT2G31400.1	3110	2932.24	87	2.64825
AT2G31410.1	830	652.238	50	6.84232
AT2G31420.1	638	460.356	0	0
AT2G31425.1	736	558.282	1	0.159877
AT2G31430.1	892	714.238	2	0.249935
AT2G31432.1	489	311.834	0	0
AT2G31440.1	1087	909.238	16	1.57066
AT2G31450.1	1369	1191.24	10	0.749274
AT2G31460.1	735	557.282	0	0
AT2G31470.1	1164	986.238	0	0
AT2G31480.1	2022	1844.24	0	0
AT2G31490.1	537	359.619	54	13.4026
AT2G31500.1	2213	2035.24	28	1.22795
AT2G31510.1	2034	1856.24	34	1.63487
AT2G31530.1	1934	1756.24	12	0.60987
AT2G31540.1	1199	1021.24	0	0
AT2G31550.1	1196	1018.24	0	0
AT2G31560.1	1169	991.238	26	2.34118
AT2G31570.1	853	675.238	51	6.74144
AT2G31580.1	1946	1768.24	8	0.403821
AT2G31590.1	723	545.282	0	0
AT2G31600.1	1269	1091.24	4	0.327175
AT2G31610.1	1089	911.238	167	16.3578
AT2G31620.1	768	590.282	0	0
AT2G31650.1	3365	3187.24	12	0.336052
AT2G31660.1	3812	3634.24	52	1.27711
AT2G31670.1	968	790.238	42	4.74385
AT2G31680.1	942	764.238	11	1.2847
AT2G31690.1	1455	1277.24	0	0
AT2G31700.1	396	220.199	0	0
AT2G31710.1	678	500.319	11	1.96239
AT2G31720.1	942	764.238	0	0
AT2G31725.1	634	456.356	12	2.34702
AT2G31730.1	1020	842.238	9	0.953777
AT2G31740.1	2529	2351.24	18	0.683306
AT2G31750.1	1603	1425.24	15	0.939384
AT2G31760.1	1545	1367.24	3	0.195847
AT2G31770.1	1632	1454.24	0	0
